number,author,title,status,comment_count,reaction_count,reaction_heart_count,reaction_plusone_count,reaction_minusone_count,reaction_laugh_count,reaction_confused_count,reaction_hooray_count,created,updated,url
4048,MrTrustor,Feature request: Google Cloud Build stage,open,1,9,0,9,0,0,0,0,2019-02-27 11:28:37 UTC,2019-03-25 22:18:38 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4048
4070,clareliguori,ECS Proposal: Retrieve task definition from artifact,open,5,18,5,13,0,0,0,0,2019-03-05 18:44:33 UTC,2019-03-05 20:42:30 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4070
3265,sbwsg,Include Horizontal Pod Autoscaler in instance details view,open,5,10,0,10,0,0,0,0,2018-08-28 17:49:53 UTC,2019-01-23 15:00:37 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3265
3504,robzienert,RFC: JVM Code Styles Enforcement,open,6,11,0,11,0,0,0,0,2018-10-24 22:04:59 UTC,2019-03-18 14:06:41 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3504
2047,mdirkse,Support Gitlab CI as Git and CI provider in Igor,open,20,24,0,24,0,0,0,0,2017-10-20 14:02:16 UTC,2019-03-14 08:59:29 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/2047
1873,cristim,Support private/generic git repos,open,20,19,0,19,0,0,0,0,2017-08-01 16:03:03 UTC,2019-03-15 12:58:43 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/1873
3969,ethanfrogers,RFC - Dynamic account discovery in Clouddriver,open,25,8,0,8,0,0,0,0,2019-02-13 15:18:01 UTC,2019-04-08 12:14:24 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3969
2587,lwander,"Kubernetes V2 ""Run Job"" Stage",open,28,5,0,5,0,0,0,0,2018-03-27 18:09:15 UTC,2019-04-15 12:48:59 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/2587
4304,saimadineni,Current implementation of Upsert lambda alias does not work,open,0,0,0,0,0,0,0,0,2019-04-15 20:22:21 UTC,2019-04-15 20:22:21 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4304
4303,Jammy-Louie,Convert the Notifications angular directive and Modal into a React component,open,0,0,0,0,0,0,0,0,2019-04-15 20:21:14 UTC,2019-04-15 20:21:14 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4303
4302,Jammy-Louie,Convert the Parameters angular directive into a React component,open,0,0,0,0,0,0,0,0,2019-04-15 20:04:00 UTC,2019-04-15 20:04:00 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4302
4301,Jammy-Louie,add HAL configurations for Artifactory and Concourse,open,0,0,0,0,0,0,0,0,2019-04-15 19:54:10 UTC,2019-04-15 19:54:10 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4301
4296,perek,Bug(Fiat) - Fiat Google Groups does not handle null names,open,0,0,0,0,0,0,0,0,2019-04-15 18:20:15 UTC,2019-04-15 18:22:16 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4296
4295,Jammy-Louie,Convert the Triggger angular directive into a React component,open,0,0,0,0,0,0,0,0,2019-04-15 17:51:52 UTC,2019-04-15 20:01:06 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4295
4292,syedraqib,Manual Judgement - Getting terminated,open,0,0,0,0,0,0,0,0,2019-04-15 15:39:10 UTC,2019-04-15 15:39:10 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4292
4290,papanito,Deployment fails with io.fabric8.kubernetes.client.KubernetesClientException: Failure executing: GET,open,0,0,0,0,0,0,0,0,2019-04-15 15:30:52 UTC,2019-04-15 17:26:23 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4290
4285,Click2Cloud-electron,Issues  while building Spinnaker source code,open,0,0,0,0,0,0,0,0,2019-04-15 04:56:45 UTC,2019-04-15 04:56:45 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4285
4283,renperez,error when deploying kubernetes cronjob manifest,open,0,0,0,0,0,0,0,0,2019-04-12 19:17:41 UTC,2019-04-13 00:10:51 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4283
4281,haykbaluyan,Support Shielded VM related configurations for GCP instance templates.,open,0,0,0,0,0,0,0,0,2019-04-11 21:28:39 UTC,2019-04-14 22:49:03 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4281
4280,stewchen,Spin CLI: Make gate endpoint work without a port,open,0,0,0,0,0,0,0,0,2019-04-11 20:23:16 UTC,2019-04-11 20:23:48 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4280
4278,carvercj,CloudFormation deploy stage waits indefinitely even after successful deploy,open,0,0,0,0,0,0,0,0,2019-04-11 12:27:37 UTC,2019-04-11 15:33:15 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4278
4273,oliverisaac,CloudDrive Requires Too Many Permissions,open,0,0,0,0,0,0,0,0,2019-04-10 18:35:47 UTC,2019-04-10 18:48:43 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4273
4270,diasjorge,Red/black deployments fail the first time on Google Cloud,open,0,0,0,0,0,0,0,0,2019-04-10 08:24:56 UTC,2019-04-10 14:26:26 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4270
4268,kevinawoo," chore(github): add some tips to improve issues and PRs",open,0,0,0,0,0,0,0,0,2019-04-09 18:40:12 UTC,2019-04-15 18:40:06 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4268
4267,seanpeters86,[Deck] Seeing ReactGA.initialize warnings on page load,open,0,0,0,0,0,0,0,0,2019-04-09 18:22:41 UTC,2019-04-10 14:28:52 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4267
4264,svenbovens,"Kubernetes V1, updating docker trigger config removes container configuration",open,0,0,0,0,0,0,0,0,2019-04-09 09:32:31 UTC,2019-04-10 14:31:17 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4264
4263,zqfan,detail panel not show up,open,0,0,0,0,0,0,0,0,2019-04-09 05:34:55 UTC,2019-04-10 14:31:45 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4263
4257,rfftrifork,Re-open: Codelab - GCE Source To Prod - Bake Stage Fails,open,0,0,0,0,0,0,0,0,2019-04-08 06:54:53 UTC,2019-04-08 06:54:53 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4257
4256,anishp55,"upgrade to 1.13.2 ",open,0,0,0,0,0,0,0,0,2019-04-07 03:36:44 UTC,2019-04-07 03:39:06 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4256
4255,seanpeters86,[GCE] Bakes fail when two pipelines with same image run at the same time,open,0,0,0,0,0,0,0,0,2019-04-05 22:30:25 UTC,2019-04-09 14:12:41 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4255
4253,qinweiwen,Spinnaker GUI failed to update the webhook polling info,open,0,0,0,0,0,0,0,0,2019-04-05 19:40:21 UTC,2019-04-05 19:40:21 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4253
4249,loheswaran,Application Status is not showing up in dashboard view of a project,open,0,0,0,0,0,0,0,0,2019-04-05 13:20:24 UTC,2019-04-08 15:21:02 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4249
4248,darkrasid,Refreshing pipeline config or prevent use cache,open,0,0,0,0,0,0,0,0,2019-04-05 10:36:45 UTC,2019-04-08 15:20:33 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4248
4231,evansb,Unable to Cancel Jenkins Job if job name contains a /,open,0,0,0,0,0,0,0,0,2019-04-02 09:18:22 UTC,2019-04-02 12:18:01 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4231
4229,CloudWarGit,Gate Dockerfile build image can't be used to halyard deployed environment,open,0,0,0,0,0,0,0,0,2019-04-02 03:50:33 UTC,2019-04-02 05:02:35 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4229
4228,ciciya-lal,Not able to add GPU accelerate for multi supporting zones.,open,0,0,0,0,0,0,0,0,2019-04-02 03:19:14 UTC,2019-04-02 11:59:57 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4228
4223,vishalsparmar,spinnaker azure permission authorization SAML,open,0,0,0,0,0,0,0,0,2019-04-01 17:05:13 UTC,2019-04-02 14:24:05 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4223
4219,aegershman,Idempotent halyard commands when adding/editing config,open,0,0,0,0,0,0,0,0,2019-03-29 20:22:18 UTC,2019-04-02 14:25:09 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4219
4214,saimadineni,"Clouddriver lambda api only gets a list of all the functions in an AWS account, doesn't let you get details of an individual function",open,0,0,0,0,0,0,0,0,2019-03-29 04:37:42 UTC,2019-03-29 04:37:42 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4214
4213,saimadineni,Update lambda function API documentation,open,0,0,0,0,0,0,0,0,2019-03-29 03:50:53 UTC,2019-03-29 03:50:53 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4213
4212,rihtak06,"Access to kubernetes cluster ",open,0,0,0,0,0,0,0,0,2019-03-28 18:10:32 UTC,2019-03-28 18:10:32 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4212
4209,mohitdevops3,! ERROR Unexpected exception: java.lang.NullPointerException,open,0,0,0,0,0,0,0,0,2019-03-28 10:08:27 UTC,2019-03-28 14:15:02 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4209
4207,neelimamanubolu,Events are not generating when pipeline get deleted.,open,0,0,0,0,0,0,0,0,2019-03-28 10:55:28 UTC,2019-03-28 10:57:06 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4207
4202,hareku,user-search-filter is not working,open,0,0,0,0,0,0,0,0,2019-03-27 08:38:27 UTC,2019-03-27 08:41:04 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4202
4196,dniel,Add support for HTTP header authentication,open,0,0,0,0,0,0,0,0,2019-03-26 17:01:11 UTC,2019-03-26 17:01:11 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4196
4187,eddycharly,Rosco (AWS) seems to ignore the aws associate public ip address setting when set to false,open,0,0,0,0,0,0,0,0,2019-03-25 10:52:26 UTC,2019-03-25 20:28:41 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4187
4182,yinanfang,Unable to Authenticate with Google when Google group has no name,open,0,0,0,0,0,0,0,0,2019-03-22 23:58:47 UTC,2019-03-22 23:59:33 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4182
4174,bytesandwich,feat(echo): new notification type: Bitbucket status check,open,0,0,0,0,0,0,0,0,2019-03-22 00:39:33 UTC,2019-03-22 14:09:57 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4174
4173,jasonjchu,Add Cloud Foundry integration tests to centralized testing suite,open,0,0,0,0,0,0,0,0,2019-03-21 21:59:46 UTC,2019-03-22 14:10:27 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4173
4158,stewchen,Restrict template variable scope on MPTs.,open,0,0,0,0,0,0,0,0,2019-03-20 18:15:15 UTC,2019-03-20 19:17:13 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4158
4157,sbwsg,Add Pagination to the Pipeline Templates List,open,0,0,0,0,0,0,0,0,2019-03-20 16:19:47 UTC,2019-03-20 16:19:47 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4157
4154,Manigunner,Issue while running hal config provider kubernetes enable --debug,open,0,0,0,0,0,0,0,0,2019-03-20 05:30:08 UTC,2019-03-20 05:30:08 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4154
4138,gcarter-comcast,Broaden Notion of Deploy,open,0,0,0,0,0,0,0,0,2019-03-18 20:10:12 UTC,2019-03-19 17:03:14 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4138
4129,darkrasid,could not make comparable canary query,open,0,0,0,0,0,0,0,0,2019-03-16 08:08:18 UTC,2019-04-11 21:28:18 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4129
4125,haf,[hal] gcr dockerRegistry fails to register,open,0,0,0,0,0,0,0,0,2019-03-15 15:15:29 UTC,2019-03-15 15:15:29 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4125
4121,alex25555,The Rosco service does not handle hal redeployments with updated/new configs gracefully during active baking,open,0,0,0,0,0,0,0,0,2019-03-14 19:11:31 UTC,2019-03-14 19:26:22 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4121
4119,sbwsg,Surface autocomplete list of available pubsub notification names from echo,open,0,0,0,0,0,0,0,0,2019-03-14 16:02:08 UTC,2019-03-14 16:02:08 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4119
4118,ciciya-lal,Redis cache is not getting refreshed even after making modification in clouddriver.yml file.,open,0,0,0,0,0,0,0,0,2019-03-14 11:57:13 UTC,2019-03-14 11:57:13 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4118
4117,small-melon,Do you choose multiple branches  on Manual-Judgment stage ?,open,0,0,0,0,0,0,0,0,2019-03-14 10:18:36 UTC,2019-03-15 08:43:24 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4117
4114,iniinikoski,Rosco's packer is a bit older one,open,0,0,0,0,0,0,0,0,2019-03-13 17:12:15 UTC,2019-03-14 13:41:48 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4114
4102,maggieneterval,Remove unused local storage caches for GCE,open,0,0,0,0,0,0,0,0,2019-03-12 14:39:13 UTC,2019-03-12 14:40:44 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4102
4096,saisantoshi76,Front50 controller is going to CrashLoopBack when deployed to GKE but storage is Oracle Object Store,open,0,0,0,0,0,0,0,0,2019-03-11 06:08:01 UTC,2019-03-11 06:08:01 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4096
4093,e96wic,Question|Front50: Unexpected stale read for <PipelineId>,open,0,0,0,0,0,0,0,0,2019-03-09 18:55:22 UTC,2019-03-09 18:55:22 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4093
4081,bhavith,Handle OPTIONS preflight when IAP is enabled.,open,0,0,0,0,0,0,0,0,2019-03-07 16:03:56 UTC,2019-03-07 16:12:21 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4081
4077,sgarlick987,Kubernets v2 provider: versioned secret not bound for flexvolume secretRef,open,0,0,0,0,0,0,0,0,2019-03-06 23:26:08 UTC,2019-03-09 01:38:35 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4077
4076,ysawa0,Canary report links not appearing in Canary Analysis stage details,open,0,0,0,0,0,0,0,0,2019-03-06 22:44:22 UTC,2019-03-07 17:51:45 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4076
4060,musabmasood,gs://halconfig,open,0,0,0,0,0,0,0,0,2019-03-01 14:58:25 UTC,2019-03-05 16:48:20 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4060
4057,jkumar-roambee,spinnaker schduler page loading cron container logs on page loading,open,0,0,0,0,0,0,0,0,2019-03-01 05:25:01 UTC,2019-03-02 12:09:21 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4057
4003,ttomsu,FR: Ability to list all pipelines configured for an application,open,0,0,0,0,0,0,0,0,2019-02-20 14:08:47 UTC,2019-02-20 14:09:02 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4003
4002,ttomsu,FR: Ability to list all recent pipeline executions,open,0,0,0,0,0,0,0,0,2019-02-20 13:29:38 UTC,2019-02-20 13:30:52 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4002
3936,dbyron0,please document how clouddriver instances share work,open,0,0,0,0,0,0,0,0,2019-02-05 18:36:22 UTC,2019-03-12 12:30:09 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3936
3933,siddhu208,Allow searching through multiple OUs in LDAP,open,0,0,0,0,0,0,0,0,2019-02-05 00:47:36 UTC,2019-03-08 23:14:07 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3933
3900,sbwsg,Populate fields in a pipeline with the default values defined in a pipeline template,open,0,0,0,0,0,0,0,0,2019-01-29 16:11:17 UTC,2019-01-29 17:31:53 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3900
3899,sbwsg,Render only the values in an Enum variable defined in a template,open,0,0,0,0,0,0,0,0,2019-01-29 15:58:49 UTC,2019-01-29 17:32:01 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3899
3898,sbwsg,Templated Pipelines fields with hard-coded template values should not be editable,open,0,0,0,0,0,0,0,0,2019-01-29 15:53:22 UTC,2019-01-29 17:31:47 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3898
3897,sbwsg,Indicate when a Pipeline is based on an MPT v2 Pipeline Template,open,0,0,0,0,0,0,0,0,2019-01-29 15:46:55 UTC,2019-01-29 17:31:41 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3897
3896,sbwsg,Create a Template Editor UI to improve on the JSON copy/paste template workflow,open,0,0,0,0,0,0,0,0,2019-01-29 15:40:09 UTC,2019-01-29 17:32:10 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3896
3890,sbwsg,"Add an ""Edit Template"" button to entries in the Pipeline Templates list",open,0,0,0,0,0,0,0,0,2019-01-28 22:02:50 UTC,2019-01-29 17:31:24 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3890
3773,ttomsu,Cache response from BOM GCS request,open,0,0,0,0,0,0,0,0,2018-12-20 15:55:25 UTC,2018-12-20 15:55:25 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3773
4300,Jammy-Louie,CF - remove the env constraint when creating cf accounts,open,1,0,0,0,0,0,0,0,2019-04-15 19:43:03 UTC,2019-04-15 19:45:28 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4300
4299,seanpeters86,[GCE] Find image from Cluster does not respect region selection,open,1,0,0,0,0,0,0,0,2019-04-15 18:49:06 UTC,2019-04-15 18:51:25 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4299
4298,Jammy-Louie,CF - Remove the `React2Angular` conversion for loadBalancer and Instance Details,open,1,0,0,0,0,0,0,0,2019-04-15 18:45:34 UTC,2019-04-15 18:50:26 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4298
4288,Jammy-Louie,CF - Display security groups (CF network policies),open,1,0,0,0,0,0,0,0,2019-04-15 14:32:24 UTC,2019-04-15 14:35:25 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4288
4284,stuart-pollock,Remove React-to-Angular shims from pipeline stages,open,1,0,0,0,0,0,0,0,2019-04-12 19:41:40 UTC,2019-04-12 19:45:22 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4284
4274,seanpeters86,[GCE] Server group information is not displaying accurate instance counts,open,1,0,0,0,0,0,0,0,2019-04-10 21:05:38 UTC,2019-04-12 16:44:02 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4274
4271,jfillo,Feature Request (deck): Show Ingress hostnames in status panel,open,1,0,0,0,0,0,0,0,2019-04-10 14:17:40 UTC,2019-04-11 17:34:36 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4271
4265,seanpeters86,[GCE] Need a way to make GCE timeouts configurable,open,1,0,0,0,0,0,0,0,2019-04-09 18:03:45 UTC,2019-04-10 20:42:30 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4265
4260,stuart-pollock,Add SpEL Expression Support For Service Keys,open,1,0,0,0,0,0,0,0,2019-04-08 14:31:09 UTC,2019-04-08 14:32:38 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4260
4259,stuart-pollock,Make Create Service Key Idempotent,open,1,0,0,0,0,0,0,0,2019-04-08 14:25:58 UTC,2019-04-08 14:30:23 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4259
4258,Jammy-Louie,CF - Add Deployment strategy to Clone SG,open,1,0,0,0,0,0,0,0,2019-04-08 14:23:54 UTC,2019-04-08 14:25:21 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4258
4250,stuart-pollock,Add Delete Service Key Pipeline Stage,open,1,0,0,0,0,0,0,0,2019-04-05 13:31:35 UTC,2019-04-05 13:35:19 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4250
4236,ealebed,"Feature request: Cleanup kubernetes resources in cluster automatically ",open,1,0,0,0,0,0,0,0,2019-04-03 07:26:24 UTC,2019-04-03 17:23:20 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4236
4235,estebangarcia,Expression in Canary Config not evaluated properly,open,1,0,0,0,0,0,0,0,2019-04-03 07:18:16 UTC,2019-04-11 13:18:03 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4235
4226,dratcliff,Unsuccessful default namespace resolution in Kubernetes v2 provider,open,1,0,0,0,0,0,0,0,2019-04-01 21:02:14 UTC,2019-04-02 00:50:38 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4226
4216,jasonjchu,CF: AppsManager URI does not appear under server group details,open,1,0,0,0,0,0,0,0,2019-03-29 15:39:18 UTC,2019-03-29 15:40:22 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4216
4211,jasonjchu,CF - Clone server group does not set environment variables,open,1,0,0,0,0,0,0,0,2019-03-28 15:49:26 UTC,2019-03-28 15:50:24 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4211
4203,eddycharly,How to set regexes for travis CI masters using `hal` ?,open,1,0,0,0,0,0,0,0,2019-03-27 10:30:25 UTC,2019-03-27 11:19:23 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4203
4193,jasonjchu,Selecting Cloud Foundry as provider in resize server group stage does work properly,open,1,0,0,0,0,0,0,0,2019-03-25 21:30:09 UTC,2019-03-27 00:25:22 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4193
4192,seanpeters86,[GCE] All securityGroups are shown for every instance in a Shared VPC,open,1,0,0,0,0,0,0,0,2019-03-25 20:07:59 UTC,2019-03-27 19:58:19 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4192
4191,jmelchio,HAL error with CF accounts,open,1,0,0,0,0,0,0,0,2019-03-25 17:43:50 UTC,2019-03-25 17:45:07 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4191
4189,vevoVT,AuthZ & AuthN via gate to access Spinnaker API,open,1,0,0,0,0,0,0,0,2019-03-25 13:34:59 UTC,2019-04-10 00:14:49 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4189
4180,jasonjchu,Rollback Cluster pipeline stage does not work,open,1,0,0,0,0,0,0,0,2019-03-22 16:06:38 UTC,2019-03-22 18:45:20 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4180
4178,sudhakaropsmx,Make logicalTtlSeconds configurable Kubernetes V2,open,1,0,0,0,0,0,0,0,2019-03-22 15:57:49 UTC,2019-04-02 22:43:53 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4178
4163,jasonjchu,Error message incorrect when mapping to invalid load balancer,open,1,0,0,0,0,0,0,0,2019-03-20 20:50:47 UTC,2019-03-20 20:55:23 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4163
4148,stuart-pollock,Inconsistent Use Of 'Load Balancer' Vs. 'Route',open,1,0,0,0,0,0,0,0,2019-03-19 19:49:35 UTC,2019-03-19 19:50:18 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4148
4141,adyanthaya17,Spinnaker: ERROR Account my-openstack-account is not in a provider that   supports distributed installation of Spinnaker yet,open,1,0,0,0,0,0,0,0,2019-03-19 05:00:37 UTC,2019-04-10 00:18:22 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4141
4137,stuart-pollock,Destroy Service Should Be Idempotent,open,1,0,0,0,0,0,0,0,2019-03-18 18:47:15 UTC,2019-03-18 18:55:21 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4137
4136,stuart-pollock,Sharing CF Service Instance Fails To Share Previously Shared Instance,open,1,0,0,0,0,0,0,0,2019-03-18 16:31:23 UTC,2019-03-18 16:35:29 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4136
4130,e96wic,"Help needed for ""Deploy Manifest"" and ""Find From Resource"" stages",open,1,0,0,0,0,0,0,0,2019-03-17 15:44:47 UTC,2019-03-18 23:08:31 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4130
4126,sbwsg,Add halyard flag to strip out sensitive fields when printing config,open,1,0,0,0,0,0,0,0,2019-03-15 16:51:51 UTC,2019-03-27 04:00:41 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4126
4107,skim1420,FR: Register an Application CRD when Spinnaker is installed on Kubernetes,open,1,0,0,0,0,0,0,0,2019-03-12 18:42:18 UTC,2019-03-12 18:43:52 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4107
4073,coolpalani,DockerRegistry Integrations with Harbor,open,1,0,0,0,0,0,0,0,2019-03-06 14:41:43 UTC,2019-03-06 19:02:18 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4073
4055,jtk54,spin CLI: Tune execute command backoff and error messaging,open,1,0,0,0,0,0,0,0,2019-02-28 20:20:27 UTC,2019-04-15 14:09:49 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4055
4047,vazexqi,Seeing `error calling gt: incompatible types for comparison` in rosco during Manifest Bake stage,open,1,0,0,0,0,0,0,0,2019-02-27 05:25:08 UTC,2019-04-13 18:30:16 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4047
4043,bl9690,Run Job failing,open,1,0,0,0,0,0,0,0,2019-02-26 18:44:42 UTC,2019-03-18 00:40:32 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4043
4042,TrevinTeacutter,RFC - Delivery of sensitive data to providers,open,1,0,0,0,0,0,0,0,2019-02-26 18:14:41 UTC,2019-03-26 18:17:06 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4042
4040,sbwsg,Add functional test to ensure that AWS scaling policy tooltip changes when user moves mouse to different scaling policy,open,1,0,0,0,0,0,0,0,2019-02-26 15:48:34 UTC,2019-04-12 15:50:26 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4040
4035,robzienert,refactor(echo): Remove scheduled-actions as engine for cron,open,1,0,0,0,0,0,0,0,2019-02-26 05:11:29 UTC,2019-04-12 05:20:18 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4035
4034,robzienert,feature(kork): Greedy PropertyMigrationListener for Spring Boot 2 upgrade,open,1,0,0,0,0,0,0,0,2019-02-26 05:06:07 UTC,2019-04-12 05:10:20 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4034
4033,robzienert,feature(kork): Spectator Spring Boot 2 metrics Endpoint,open,1,0,0,0,0,0,0,0,2019-02-26 04:59:24 UTC,2019-04-12 05:00:17 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4033
4032,robzienert,feature(kork): Spectator/Micrometer Bridge,open,1,0,0,0,0,0,0,0,2019-02-26 04:54:52 UTC,2019-04-12 05:00:19 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4032
4025,vishalsparmar,need Deploy manifest Stage Account to be parameter driven in pipeline stage,open,1,0,0,0,0,0,0,0,2019-02-23 22:09:27 UTC,2019-04-11 21:40:20 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4025
4021,matthack,[clouddriver/aws] Cluster info not displaying for cluster that exists,open,1,0,0,0,0,0,0,0,2019-02-23 02:52:00 UTC,2019-04-09 02:55:15 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4021
